Processor,Camera,phoneName,price,ram_memory,rom_memory,Display Size,battery
A14 Bionic Chip with Next Generation Neural Engine Processor,12MP + 12MP | 12MP Front Camera,Apple iPhone 12 ,"79,900",8 GB RAM , 128 GB ROM ,16.94 cm  Full HD+ ,4000 
Qualcomm Snapdragon 439 Processor,13MP + 2MP | 8MP Front Camera,Redmi 8A Dual ,"7,499",4 GB RAM , 128 GB ROM ,16.54 cm  HD+ ,5000 
Qualcomm Snapdragon 730 Processor,64MP + 8MP + 2MP | 44MP Front Camera,Vivo V20 2021 ,"24,990",4 GB RAM , 128 GB ROM ,16.94 cm  Full HD+ ,5020 
A13 Bionic Chip Processor,12MP + 12MP | 12MP Front Camera,Apple iPhone 11 ,"50,999",4 GB RAM , 128 GB ROM ,16.94 cm  Full HD+ ,5000 
A13 Bionic Chip Processor,12MP + 12MP | 12MP Front Camera,Apple iPhone 11 ,"56,999",4 GB RAM , 64 GB ROM ,13.87 cm  HD+ ,5000 
MediaTek Helio P35 Processor,13MP + 8MP + 2MP + 2MP | 8MP Front Camera,Vivo Y30 ,"13,990",6 GB RAM , 128 GB ROM ,16.54 cm  HD+ ,5000 
Qualcomm® Snapdragon™ 720G Processor,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,Redmi Note 9 Pro ,"14,618",4 GB RAM , 128 GB ROM ,16.94 cm  Full HD+ ,4000 
MediaTek Helio G25 Processor,13MP Rear Camera | 5MP Front Camera,Redmi 9i ,"9,299",4 GB RAM , 128 GB ROM ,16.26 cm  Full HD+ ,4000 
Qualcomm Snapdragon 460 Processor,13MP + 2MP + 2MP | 16MP Front Camera,OPPO A53 ,"12,990",3 GB RAM , 32 GB ROM,Super AMOLED ,5000 
Qualcomm Snapdragon 460 Processor,13MP + 2MP + 2MP | 16MP Front Camera,OPPO A53 ,"15,490",3 GB RAM , 32 GB ROM,16.94 cm  Full HD+ ,5000 
MediaTek Helio P70 Processor,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,OPPO F15 ,"15,990",4 GB RAM , 128 GB ROM ,16.94 cm  Full HD+ ,5020 
MediaTek Helio P70 Processor,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,OPPO F15 ,"15,990",8 GB RAM , 128 GB ROM ,16.43 cm  HD+ ,5000 
SDM439 Processor,13MP + 2MP | 8MP Front Camera,Vivo Y11 ,"9,490",3 GB RAM , 32 GB ROM ,16.43 cm  HD+ ,5000 
SDM439 Processor,13MP + 2MP | 8MP Front Camera,Vivo Y11 ,"9,490",6 GB RAM , 128 GB ROM ,16.54 cm  HD+ ,4500 
MediaTek Helio G80 Processor,13MP Rear Camera | 8MP Front Camera,Redmi 9 Prime ,"10,999",6 GB RAM , 128 GB ROM ,16.54 cm  HD+ ,5020 
Qualcomm Snapdragon 665 Processor,48MP + 8MP + 2MP | 16MP Front Camera,Vivo Y51 ,"17,990",4 GB RAM , 128 GB ROM ,16.59 cm  Full HD+ ,5020 
Qualcomm Snapdragon 460 Processor,13MP + 2MP + 2MP | 8MP Front Camera,OPPO A33 ,"10,990",4 GB RAM , 64 GB ROM ,15.49 cm  Super Retina XDR ,5000 
Qualcomm Snapdragon 720G Processor,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,Realme 7 Pro ,"19,999",4 GB RAM , 64 GB ROM,All Screen OLED ,5000 
Qualcomm® Snapdragon™ 720G Processor,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,Redmi Note 9 Pro ,"18,275",4 GB RAM , 64 GB ROM,15.8 cm  HD+ ,5000 
Qualcomm Snapdragon 720G Processor,48MP + 8MP | 16MP Front Camera,Redmi Note 9 Pro ,"14,477",4 GB RAM , 128 GB ROM ,16.36 cm  Full HD+ ,5020 
Qualcomm Snapdragon 460 Processor,13MP + 2MP + 2MP | 16MP Front Camera,OPPO A53 ,"12,990",3 GB RAM , 32 GB ROM ,15.49 cm  Liquid Retina HD ,4030 
MediaTek Helio G35 Processor,13MP + 8MP | 8MP Front Camera,Redmi 9 ,"9,713",6 GB RAM , 128 GB ROM ,15.49 cm  Liquid Retina HD ,5000 
MediaTek Helio G35 Processor,13MP + 2MP | 5MP Front Camera,Redmi 9 ,"9,696",6 GB RAM , 128 GB ROM ,16.43 cm  HD+ ,5000 
MediaTek Helio G80 Processor,13MP Rear Camera | 8MP Front Camera,Redmi 9 Prime ,"10,999",4 GB RAM , 64 GB ROM ,16.94 cm  Full HD+ ,4300 
MediaTek Helio P22 Processor,13MP Rear Camera | 5MP Front Camera,Vivo Y91i ,"8,490",4 GB RAM , 128 GB ROM ,16.59 cm  HD+ ,5020 
Qualcomm Snapdragon 662 Processor,48MP + 2MP + 2MP | 16MP Front Camera,Vivo Y31 ,"16,490",8 GB RAM , 128 GB ROM ,16.51 cm  HD+ ,4500 
Qualcomm Snapdragon 662 Processor,48MP + 2MP + 2MP | 16MP Front Camera,Vivo Y31 ,"16,490",6 GB RAM , 128 GB ROM ,16.51 cm  HD+ ,5000 
A13 Bionic Chip Processor,12MP + 12MP | 12MP Front Camera,Apple iPhone 11 ,"56,999",2 GB RAM , 32 GB ROM ,16.26 cm  Full HD+ ,4230 
MediaTek Helio G90T Processor,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,Realme 6 ,"13,999",4 GB RAM , 64 GB ROM ,16.26 cm  Full HD+ ,4230 
A12 Bionic Chip Processor,12MP Rear Camera | 7MP Front Camera,Apple iPhone XR ,"48,999",4 GB RAM , 64 GB ROM ,16.13 cm  HD+ ,4230 
MediaTek Helio G80 Processor,13MP Rear Camera | 8MP Front Camera,Redmi 9 Prime ,"10,999",8 GB RAM , 128 GB ROM ,16.13 cm  HD+ ,4500 
Qualcomm Snapdragon 720G Processor,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,Realme 7 Pro ,"21,999",6 GB RAM , 128 GB ROM ,16.59 cm  Full HD+ ,5000 
Qualcomm Snapdragon 750G Processor,48MP + 8MP + 2MP | 16MP Front Camera,Moto G 5G ,"20,999",6 GB RAM , 128 GB ROM ,16.71 cm  Full HD+ ,5000 
MediaTek Helio P35 Processor,13MP + 2MP | 8MP Front Camera,OPPO A5s ,"8,990",8 GB RAM , 128 GB ROM,16.51 cm  HD+ ,4015 
MediaTek Helio P35 Processor,13MP + 2MP | 8MP Front Camera,OPPO A5s ,"10,990",4 GB RAM , 64 GB ROM ,90 Hz Punch Hole ,5000 
MediaTek Helio P35 Processor,13MP + 2MP | 8MP Front Camera,OPPO A5s ,"10,990",4 GB RAM , 64 GB ROM ,16.26 cm  Full HD+ ,5000 
Qualcomm Snapdragon 720G Processor,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,Realme 7 Pro ,"21,999",3 GB RAM , 32 GB ROM ,Super AMOLED ,5000 
Qualcomm Snapdragon 460 Processor,13MP + 2MP + 2MP | 16MP Front Camera,OPPO A53 ,"15,490",6 GB RAM , 128 GB ROM ,16.94 cm  Full HD+ ,5020 
Qualcomm Snapdragon 460 Processor,13MP + 2MP + 2MP | 16MP Front Camera,OPPO A53 ,"15,490",2 GB RAM , 32 GB ROM ,16.94 cm  Full HD+ ,4230 
Qualcomm Snapdragon 662 Processor,16MP + 8MP + 2MP + 2MP | 16MP Front Camera,OPPO F17 ,"18,399",2 GB RAM , 32 GB ROM ,16.51 cm  HD+ ,4230 
A12 Bionic Chip Processor,12MP Rear Camera | 7MP Front Camera,Apple iPhone XR ,"43,999",8 GB RAM , 128 GB ROM ,16.59 cm  HD+ ,4100 
MediaTek Helio P22 (64 bit) Processor,48 MP + 2 MP + 2 MP + Low Light Sensor | 8MP Front Camera,Infinix Hot 9 Pro ,"10,499",8 GB RAM , 128 GB ROM ,16.59 cm  HD+ ,4100 
MediaTek Helio P22 (64 bit) Processor,48 MP + 2 MP + 2 MP + Low Light Sensor | 8MP Front Camera,Infinix Hot 9 Pro ,"10,499",2 GB RAM , 32 GB ROM ,16.59 cm  Full HD+ ,5000 
A13 Bionic Chip Processor,12MP + 12MP | 12MP Front Camera,Apple iPhone 11 ,"50,999",4 GB RAM , 64 GB ROM,15.8 cm  HD+ ,5000 
Qualcomm Snapdragon 439 Processor,12MP Rear Camera | 8MP Front Camera,Redmi 8A ,"8,299",6 GB RAM , 128 GB ROM ,16.71 cm  Full HD+ ,5000 
A13 Bionic Chip with 3rd Gen Neural Engine Processor,12MP Rear Camera | 7MP Front Camera,Apple iPhone SE ,"34,999",2 GB RAM , 32 GB ROM,16.71 cm  Full HD+ ,5000 
MediaTek Helio G85 Processor,48MP Rear Camera,Redmi Note 9 ,"15,449",3 GB RAM , 32 GB ROM ,15.49 cm  Liquid Retina HD ,5000 
MediaTek Helio P35 Processor,13MP + 2MP | 8MP Front Camera,OPPO A5s ,"8,990",3 GB RAM , 32 GB ROM ,16.51 cm  Full HD+ ,5000 
MediaTek Helio P35 Processor,13MP + 2MP | 8MP Front Camera,OPPO A5s ,"8,990",2 GB RAM , 32 GB ROM,90 Hz Ultra Smooth ,5000 
Qualcomm Snapdragon 665 Processor,48MP + 8MP + 2MP | 32MP Front Camera,Vivo V20 SE ,"20,990",3 GB RAM , 32 GB ROM ,15.49 cm  ,4000 
Qualcomm Snapdragon 665 Processor,48MP + 8MP + 2MP | 32MP Front Camera,Vivo V20 SE ,"20,990",8 GB RAM , 128 GB ROM ,16.59 cm  Full HD+ ,5000 
A13 Bionic Chip Processor,12MP + 12MP | 12MP Front Camera,Apple iPhone 11 ,"50,999",8 GB RAM , 256 GB ROM ,16.26 cm  Full HD+ ,4500 
A13 Bionic Chip Processor,12MP + 12MP | 12MP Front Camera,Apple iPhone 11 ,"50,999",3 GB RAM , 64 GB ROM ,Super AMOLED ,5000 
Qualcomm Snapdragon 439 Processor,13MP + 2MP | 8MP Front Camera,Redmi 8A Dual ,"7,499",3 GB RAM , 32 GB ROM ,16.94 cm  Full HD+ ,5000 
MediaTek Helio G35 Processor,13MP + 2MP | 5MP Front Camera,Redmi 9 ,"9,729",8 GB RAM , 128 GB ROM,15.75 cm  HD+ ,4200 
MediaTek Helio P35 Processor,13MP + 8MP + 2MP + 2MP | 8MP Front Camera,Vivo Y30 ,"14,990",6 GB RAM , 64 GB ROM ,15.75 cm  HD+ ,5020 
A12 Bionic Chip Processor,12MP Rear Camera | 7MP Front Camera,Apple iPhone XR ,"43,999",8 GB RAM , 128 GB ROM ,15.75 cm  HD+ ,4015 
A12 Bionic Chip Processor,12MP Rear Camera | 7MP Front Camera,Apple iPhone XR ,"48,999",8 GB RAM , 128 GB ROM ,16.26 cm  Full HD+ ,4015 
A13 Bionic Chip Processor,12MP + 12MP | 12MP Front Camera,Apple iPhone 11 ,"50,999",8 GB RAM , 128 GB ROM,Super AMOLED ,4000 
MediaTek Helio G25 Processor,13MP Rear Camera,Redmi 9A ,"7,790",4 GB RAM , 64 GB ROM ,16.51 cm  HD+ ,5000 
MediaTek Helio G25 Processor,13MP Rear Camera | 5MP Front Camera,Redmi 9A ,"8,265",2 GB RAM , 32 GB ROM,16.51 cm  HD+ ,6000 
Qualcomm Snapdragon (SDM439) Octa Core Processor,13MP Rear Camera | 5MP Front Camera,Redmi 9A ,"8,595",6 GB RAM , 64 GB ROM ,16.36 cm  Full HD+ ,5000 
Qualcomm Snapdragon 662 Processor,13MP Rear Camera,Redmi 9A ,"7,664",6 GB RAM , 64 GB ROM ,15.49 cm  ,5000 
Qualcomm Snapdragon 712 AIE Processor,13MP + 2MP | 5MP Front Camera,Samsung Galaxy M01 ,"7,921",8 GB RAM , 128 GB ROM ,16.76 cm  HD+ ,5000 
Qualcomm Snapdragon 439 Processor,48MP + 8MP + 2MP | 16MP Front Camera,Vivo Y51A ,"17,990",8 GB RAM , 128 GB ROM ,16.76 cm  HD+ ,4000 
Qualcomm Snapdragon 439 Processor,48MP + 8MP + 2MP + 2MP | 32MP + 8MP Dual Front Camera,Vivo V19 ,"27,990",6 GB RAM , 128 GB ROM,15.49 cm  Liquid Retina HD ,4200 
Qualcomm Snapdragon 855+ Processor,13MP + 2MP + 2MP | 8MP Front Camera,Vivo Y20A ,"11,490",8 GB RAM , 128 GB ROM ,15.8 cm  HD+ ,4500 
Qualcomm Snapdragon 720G Processor,13MP + 2MP | 8MP Front Camera,Redmi 8A Dual ,"8,299",4 GB RAM , 64 GB ROM ,11.94 cm  Retina HD ,5000 
MediaTek Helio P95 Processor,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,Realme X3 ,"25,999",4 GB RAM , 64 GB ROM ,16.59 cm  Full HD+ ,5000 
MediaTek Helio P95 Processor,64MP + 8MP + 5MP + 2MP | 32MP Front Camera,Redmi Note 9 Pro Max ,"15,499",4 GB RAM , 128 GB ROM ,15.75 cm  HD+ ,4000 
MTK MT6771V(P70) 64bit Processor,48MP + 8MP + 2MP + 2MP | 16MP + 2MP Dual Front Camera,OPPO F17 Pro ,"21,490",4 GB RAM , 64 GB ROM ,15.75 cm  HD+ ,5000 
Helio G70 Processor,48MP + 8MP + 2MP + 2MP | 16MP + 2MP Dual Front Camera,OPPO F17 Pro ,"21,490",3 GB RAM , 32 GB ROM ,16.36 cm  Full HD+ ,5000 
MediaTek Helio A22 Processor,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,OPPO Reno2 F ,"21,990",8 MB RAM , 16 MB ROM ,Amoled ,1200 
Qualcomm Snapdragon 460 Processor,12MP + 2MP | 5MP Front Camera,Realme C3 ,"9,999",8 GB RAM , 256 GB ROM ,16.36 cm  Full HD+ ,4500 
Qualcomm Snapdragon 460 Processor,13MP + Depth Sensor | 8MP Front Camera,Infinix Smart 4 ,"6,999",6 GB RAM , 128 GB ROM,Amoled ,4200 
Qualcomm Snapdragon 665 Processor,13MP + 2MP + 2MP | 8MP Front Camera,Vivo Y20 ,"13,990",8 GB RAM , 128 GB ROM ,15.49 cm  Liquid Retina HD ,4000 
MediaTek Helio P70 Processor,13MP + 2MP + 2MP | 8MP Front Camera,Vivo Y20 ,"13,990",8 GB RAM , 128 GB ROM,15.49 cm  Liquid Retina HD ,4000 
Qualcomm Snapdragon 855+ Processor,48MP + 8MP + 2MP | 16MP Front Camera,Vivo Y51 ,"17,990",2 GB RAM , 32 GB ROM,15.8 cm  HD+ ,5000 
A13 Bionic Chip with 3rd Gen Neural Engine Processor,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,OPPO F15 ,"18,990",3 GB RAM , 32 GB ROM ,16.59 cm  HD+ ,5000 
Qualcomm Snapdragon 720G Processor,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,Realme X3 ,"24,999",3 GB RAM , 32 GB ROM ,16.43 cm  HD+ ,4000 
MediaTek Helio G70 Processor,12MP Rear Camera | 7MP Front Camera,Apple iPhone SE ,"34,999",12 GB RAM , 256 GB ROM,15.49 cm  ,4440 
Qualcomm Snapdragon 460 Processor,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,Realme 7 Pro ,"21,999",3 GB RAM , 32 GB ROM ,15.49 cm  ,5000 
MediaTek Helio P70 Processor,48MP + 2MP + 2MP + AI Lens Camera | 16MP Front Camera,Infinix Note 7 ,"10,999",4 GB RAM , 64 GB ROM ,15.49 cm  Liquid Retina HD ,5000 
MediaTek Helio P22 (64 bit) Processor,13MP + 2MP + 2MP | 16MP Front Camera,OPPO A53 ,"12,990",8 GB RAM , 128 GB ROM ,16.59 cm  Full HD+ ,4000 
A13 Bionic Chip Processor,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,OPPO F15 ,"15,990",8 MB RAM , 16 MB ROM ,16.59 cm  HD+ ,1200 
A13 Bionic Chip with 3rd Gen Neural Engine Processor,48 MP + 2 MP + 2 MP + Low Light Sensor | 8MP Front Camera,Infinix Hot 9 Pro ,"10,499",8 GB RAM , 128 GB ROM,16.59 cm  HD+ ,4200 
A13 Bionic Chip Processor,12MP + 12MP | 12MP Front Camera,Apple iPhone 11 ,"56,999",4 GB RAM , 128 GB ROM,16.59 cm  Full HD+ ,6000 
Qualcomm Snapdragon 460 Processor,12MP Rear Camera | 7MP Front Camera,Apple iPhone SE ,"39,999",4 GB RAM , 64 GB ROM ,14.48 cm  HD+ ,5020 
MT6260A Processor,12MP + 12MP | 12MP Front Camera,Apple iPhone 11 ,"56,999",4 GB RAM , 64 GB ROM ,16.71 cm  Full HD+ ,5000 
Qualcomm Snapdragon 712 AIE Processor,13MP + 2MP + 2MP | 8MP Front Camera,OPPO A33 ,"10,990",8 GB RAM , 128 GB ROM,16.36 cm  Full HD+ ,4100 
Qualcomm Snapdragon 855+ Processor,0.3MP Rear Camera,Nokia 5310,"4,299",6 GB RAM , 128 GB ROM ,16.54 cm  HD+ ,4500 
MediaTek Helio P70 Processor,48MP + 8MP + 2MP + 2MP | 32MP + 8MP Dual Front Camera,Vivo V19 ,"27,990",4 GB RAM , 128 GB ROM,15.8 cm  HD+ ,5000 
Qualcomm Snapdragon 765G Processor,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,Realme X3 ,"24,999",8 GB RAM , 256 GB ROM,16.69 cm  Full HD+ ,4200 
Helio G70 Processor,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,OPPO F15 ,"18,990",12 GB RAM , 256 GB ROM,120 Hz Smooth ,4200 
Qualcomm Snapdragon (SDM439) Octa Core Processor,64MP + 8MP + 2MP | 44MP + 8MP Dual Front Camera,Vivo V20 Pro ,"29,990",1 GB RAM , 16 GB ROM ,16.94 cm  Full HD+ ,3000 
Qualcomm Snapdragon 865 Processor,13MP Rear Camera,Redmi 9A ,"7,637",2 GB RAM , 32 GB ROM ,16.33 cm  Full HD+ ,4030 
Qualcomm Snapdragon 439 Processor,12MP + 2MP | 5MP Front Camera,Realme C3 ,"8,999",4 GB RAM , 64 GB ROM,In-,6000 
Qualcomm Snapdragon 439 Processor,13MP + 2MP | 5MP Front Camera,Samsung Galaxy M01 ,"7,990",2 GB RAM , 32 GB ROM ,16.33 cm  Full HD+ ,3020 
Qualcomm Snapdragon 730 Processor,48MP + 13MP + 13MP + 2MP | 16MP Front Camera,iQOO 3 ,"39,990",4 GB RAM , 64 GB ROM ,In-,5000 
MT6260A Processor,12MP Rear Camera | 8MP Front Camera,Redmi 8A ,"8,490",3 GB RAM , 64 GB ROM ,16.51 cm  ,5000 
A13 Bionic Chip with 3rd Gen Neural Engine Processor,12MP + 2MP | 8MP Front Camera,Redmi 8 ,"9,999",4 GB RAM , 64 GB ROM,16.56 cm  HD+ ,5020 
A12 Bionic Chip Processor,64MP + 8MP + 2MP | 44MP Front Camera,Vivo V20 2021 ,"24,990",4 GB RAM , 64 GB ROM ,17.32 cm  HD+ ,5020 
A13 Bionic Chip with 3rd Gen Neural Engine Processor,0.3MP Rear Camera,Nokia 5310,"4,299",4 GB RAM , 64 GB ROM ,16.54 cm  HD+ ,6000 
Qualcomm Snapdragon 730 Processor,12MP Rear Camera | 7MP Front Camera,Apple iPhone SE ,"39,999",8 GB RAM , 128 GB ROM ,16.54 cm  HD+ ,5000 
Qualcomm Snapdragon 662 Processor,12MP Rear Camera | 7MP Front Camera,Apple iPhone XR ,"43,999",6 GB RAM , 128 GB ROM ,16.71 cm  Full HD+ ,5000 
MediaTek Helio G85 Processor,12MP Rear Camera | 7MP Front Camera,Apple iPhone SE ,"34,999",2 GB RAM , 16 GB ROM ,16.26 cm  Full HD+ ,3000 
Qualcomm Snapdragon 439 Processor,48MP + 13MP + 8MP + 5MP | 32MP Front Camera,Vivo X50 ,"34,990",6 GB RAM , 128 GB ROM ,In-,5000 
A12 Bionic Chip Processor,48MP Rear Camera | 8MP Front Camera,Redmi 9 Power ,"13,324",4 GB RAM , 64 GB ROM,16.69 cm  Full HD+ ,6000 
Qualcomm Snapdragon 675 AIE Processor,48MP Rear Camera,Redmi Note 9 ,"12,194",2 GB RAM , 32 GB ROM ,120 Hz Smooth ,4000 
Qualcomm Snapdragon 730G Processor,12MP + 2MP | 8MP Front Camera,Redmi 8 ,"9,999",2 GB RAM , 32 GB ROM ,11.94 cm  Retina HD ,4000 
MediaTek Helio G35 Processor,12MP Rear Camera | 7MP Front Camera,Apple iPhone XR ,"48,999",2 GB RAM , 32 GB ROM ,16.26 cm  Full HD+ ,3020 
Qualcomm Snapdragon 855+ Processor,48MP + 13MP + 8MP + 2MP | 32MP + 8MP Dual Front Camera,Vivo V17Pro ,"29,499",2 GB RAM , 32 GB ROM ,Super AMOLED ,4030 
Qualcomm Snapdragon 855+ Processor,64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera,POCO X2 ,"15,999",8 GB RAM , 128 GB ROM,17.65 cm  HD+ ,4200 
MediaTek | MT6739WW quad core  Processor,13MP + 8MP | 8MP Front Camera,Redmi 9 ,"10,390",4 GB RAM , 64 GB ROM ,16.51 cm  HD+ ,6000 
MTK Helio P22 Processor,64MP + 8MP + 8MP + 2MP | 32MP + 8MP Dual Front Camera,Realme X3 SuperZoom ,"29,999",8 GB RAM , 256 GB ROM,16.26 cm  Full HD+ ,4440 
Qualcomm Snapdragon 662 Processor,64MP + 8MP + 8MP + 2MP | 32MP + 8MP Dual Front Camera,Realme X3 SuperZoom ,"32,999",8 GB RAM , 256 GB ROM ,16.76 cm  HD+ ,4500 
A14 Bionic Chip with Next Generation Neural Engine Processor,8MP Rear Camera | 5MP Front Camera,Samsung M01 core ,"5,382",6 GB RAM , 64 GB ROM ,15.49 cm  Liquid Retina HD ,4500 
MediaTek Helio P22 (MT6762R) Octa Core Processor,13MP Rear Camera | 5MP Front Camera,Vivo Y91i ,"7,990",6 GB RAM , 128 GB ROM,11.94 cm  Retina HD ,4015 
Exynos 850 Octa Core Processor,48MP Rear Camera | 8MP Front Camera,Redmi 9 Power ,"11,473",6 GB RAM , 128 GB ROM,15.49 cm  Liquid Retina HD ,4015 
A13 Bionic Chip with 3rd Gen Neural Engine Processor,12MP + 12MP | 12MP Front Camera,Apple iPhone 12 ,"79,900",4 GB RAM , 64 GB ROM ,16.51 cm  HD+ ,4000 
Qualcomm Snapdragon 439 Processor,8MP Rear Camera | 5MP Front Camera,Honor 9S ,"5,999",8 GB RAM , 128 GB ROM,90 Hz Punch Hole ,7000 
MediaTek Helio G85 Processor,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,Samsung Galaxy A21s ,"14,999",8 GB RAM , 128 GB ROM ,6.1 cm  ,4500 
 Exynos 9611-Octa Core processor Processor,12MP Rear Camera | 7MP Front Camera,Apple iPhone SE ,"39,999",4 GB RAM , 64 GB ROM ,16.36 cm  Full HD+ ,4230 
Qualcomm Snapdragon 662 Processor,13MP + 2MP + 2MP | 8MP Front Camera,Vivo Y20A ,"11,490",3 GB RAM , 32 GB ROM ,16.69 cm  Full HD+ ,4230 
MediaTek (MT6768) Octa Core Processor,48MP Rear Camera,Redmi Note 9 ,"13,980",4 GB RAM , 64 GB ROM ,120 Hz Smooth ,5000 
MediaTek Processor,48MP Rear Camera,Redmi Note 9 ,"12,799",4 GB RAM , 128 GB ROM ,16.26 cm  Full HD+ ,5020 
MediaTek (MT6768) Octa Core Processor,48MP + 8MP + 5MP | 20MP Front Camera,Samsung Galaxy M21 ,"14,046",4 GB RAM , 64 GB ROM,In-,6000 
Qualcomm Snapdragon 662 Processor,48MP + 8MP + 2MP | 16MP Front Camera,Vivo Y51A ,"17,990",8 GB RAM , 128 GB ROM,16.36 cm  Full HD+ ,5000 
MediaTek Helio P22 Processor,48MP + 8MP + 5MP + 5MP | 20MP Front Camera,Samsung Galaxy A31 ,"17,999",6 GB RAM , 128 GB ROM ,16.59 cm  Full HD+ ,5020 
MediaTek Helio P22 Processor,8MP Rear Camera | 5MP Front Camera,Panasonic ELUGA I6 ,"5,001",6 GB RAM , 128 GB ROM ,16.56 cm  HD+ ,4230 
MediaTek Helio P22 (MT6762R) Octa Core Processor,48MP + 8MP + 5MP + 5MP | 20MP Front Camera,Samsung Galaxy A31 ,"17,999",2 GB RAM , 16 GB ROM ,14.48 cm  HD+ ,3040 
MTK Helio P22 Processor,48MP Rear Camera | 8MP Front Camera,Redmi 9 Power ,"11,586",6 GB RAM , 128 GB ROM ,16.36 cm  Full HD+ ,5000 
Qualcomm Snapdragon 855+ Processor,8MP Rear Camera | 5MP Front Camera,OPPO A1K ,"7,990",3 GB RAM , 64 GB ROM ,In-,5000 
 Exynos 9611-Octa Core processor Processor,8MP Rear Camera | 5MP Front Camera,OPPO A1K ,"7,990",3 GB RAM , 64 GB ROM ,Super AMOLED ,5000 
Qualcomm Snapdragon 865 Processor,8MP Rear Camera | 5MP Front Camera,Honor 9S ,"5,999",4 GB RAM , 128 GB ROM ,15.8 cm  HD+ ,5020 
Qualcomm Snapdragon 730G Processor,13MP Rear Camera | 5MP Front Camera,Vivo Y91i ,"7,990",4 GB RAM , 128 GB ROM,15.8 cm  HD+ ,5000 
Qualcomm Snapdragon 730G Processor,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,Realme X3 ,"25,999",4 GB RAM , 64 GB ROM ,16.36 cm  Full HD+ ,5000 
Qualcomm Snapdragon 662 Processor,48MP + 8MP + 5MP | 20MP Front Camera,Samsung Galaxy M21 ,"13,969",6 GB RAM , 128 GB ROM ,6.1 cm  ,4230 
Qualcomm Snapdragon 662 Processor,48MP + 13MP + 13MP + 2MP | 16MP Front Camera,iQOO 3 ,"32,990",2 GB RAM , 16 GB ROM ,11.94 cm  Retina HD ,4030 
Qualcomm Snapdragon 665 Processor,64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera,POCO X2 ,"21,499",2 GB RAM , 16 GB ROM ,15.49 cm  ,4030 
MediaTek Helio G90T Processor,64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera,POCO X2 ,"14,999",6 GB RAM , 128 GB ROM ,11.94 cm  Retina HD ,4000 
MediaTek Helio P35 Octa Core Processor,16MP + 8MP + 2MP + 2MP | 16MP Front Camera,OPPO F17 ,"16,990",8 GB RAM , 128 GB ROM ,16.66 cm  Full HD+ E3 Super AMOLED ,4015 
MTK MT6765 Processor,16MP + 8MP + 2MP + 2MP | 16MP Front Camera,OPPO F17 ,"16,990",3 GB RAM , 64 GB ROM ,16.59 cm  Full HD+ ,4500 
Exynos 850 Octa Core Processor,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,Redmi Note 8 ,"13,999",4 GB RAM , 64 GB ROM ,16.59 cm  Full HD+ ,5020 
MediaTek Helio G85 Processor,64MP Rear Camera,Samsung Galaxy M51 ,"26,611",4 GB RAM , 128 GB ROM ,15.8 cm  HD+ ,5000 
Qualcomm Snapdragon 662 Processor,48MP + 8MP + 2MP + AI Lens Camera | 16MP + 8MP Dual Front Camera,Infinix Zero 8i ,"15,999",6 GB RAM , 128 GB ROM ,15.49 cm  ,5020 
Qualcomm Snapdragon 865 Processor,12MP + 2MP + 2MP | 8MP Front Camera,OPPO A31 ,"12,490",4 GB RAM , 128 GB ROM ,16.36 cm  Full HD+ ,5000 
Qualcomm Snapdragon 720G Processor,13MP + 2MP | 8MP Front Camera,OPPO A5s ,"10,440",4 GB RAM , 128 GB ROM ,16.94 cm  Full HD+ ,5000 
MediaTek Helio P35 Octa Core Processor,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,Samsung Galaxy A21s ,"14,999",8 GB RAM , 256 GB ROM,16.59 cm  HD+ ,4440 
SC9863A Octa Core Processor,48MP Rear Camera,Redmi Note 9 ,"13,458",4 GB RAM , 64 GB ROM ,16.69 cm  Full HD+ ,5020 
MediaTek (MT6768) Octa Core Processor,48MP Rear Camera | 8MP Front Camera,Redmi 9 Power ,"11,406",4 GB RAM , 64 GB ROM ,120 Hz Smooth ,5020 
